1	2.830289	0.1355141	0.1199691	14.39636	0	
2	2.924807	0.1585441	0.1188674	13.35547	0	
3	3.232969	0.1946405	0.1170859	13.02976	0	
4	3.705812	0.2285047	0.1152154	12.80798	0	
5	3.961971	0.2334318	0.1139648	12.26197	0	
6	4.414686	0.2492605	0.1123275	11.96452	0	
7	4.614579	0.2464026	0.111176	11.4774	0	
8	4.614579	0.2256928	0.1107694	10.73639	0	
9	5.045755	0.2430762	0.1087785	10.62165	0	
10	5.860748	0.2654393	0.1065384	10.59654	0	
11	6.510814	0.2776769	0.1046526	10.46	0	
12	7.0039	0.2823138	0.1030055	10.25769	0	
13	8.053545	0.3037851	0.1006732	10.25521	0	
14	8.765174	0.3119671	0.0987938	10.13042	0	
15	9.36265	0.3155256	0.09704123	9.975883	0	
16	9.755186	0.3128697	0.09549408	9.774401	0	
17	10.16473	0.3106762	0.09391441	9.5848	0	
18	10.85593	0.3150221	0.09203272	9.466045	0	
19	10.85593	0.2955352	0.09123727	9.11554	0	
20	11.63371	0.3089065	0.08883885	9.101544	0	
21	11.76414	0.300935	0.08747718	8.878772	0	
22	11.76414	0.2731999	0.08739856	8.417024	0	
23	11.76414	0.2787154	0.08524917	8.340149	0	
24	11.88322	0.276213	0.08361641	8.170898	0	
25	12.51226	0.2780821	0.08164076	8.060242	0	
26	13.48952	0.2846176	0.07929256	8.011436	0	
27	14.2299	0.2870654	0.07719518	7.919209	0	
28	14.2299	0.2693068	0.07660194	7.581037	0	
29	14.2299	0.2541954	0.07601557	7.247632	0	
30	14.2299	0.2546413	0.07397502	7.131369	0	
31	14.2299	0.2184242	0.07652142	6.380942	0	
32	14.2299	0.2153384	0.07500875	6.182611	0	
33	14.2299	0.2162273	0.0727922	6.068476	0	
34	14.2299	0.2195115	0.07011619	6.007281	0	
35	14.2299	0.2187692	0.06803759	5.869118	0	
36	14.2299	0.2208883	0.06542268	5.791525	0	
37	14.2299	0.2234599	0.0626738	5.726207	0	
38	14.61998	0.2247814	0.06005847	5.639982	0	
39	14.90408	0.2223828	0.05795326	5.484663	0	
40	15.94947	0.2254512	0.05491632	5.437341	0	
41	16.55854	0.2249954	0.05234883	5.325411	0	
42	17.78518	0.2284705	0.04912251	5.290465	0	
43	17.78518	0.2187959	0.04777493	5.003965	0	
44	17.78518	0.2143926	0.04557287	4.812777	0	
