"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"NMH003313"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003314"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003315"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003316"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003317"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003318"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003319"	"N. Macías & S. Febles"	"4/18/2015"	"Pista Las Hiedras-Las Carboneras"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.5356	-16.29881	"Dysdera"	"Western Canarian"	"verneaui"
"NMH003440"	"N. Macías"	"7/2/2021"	"El Desierto"	"Granadilla"	"Tenerife"	"Canary Islands"	28.106797	-16.547356	"Dysdera"	"Western Canarian"	"verneaui"
"UB2555_104"	"J. L. Martin"	"12/15/1982"	"Cueva Honda de Güímar"	"Güímar"	"Tenerife"	"Canary Islands"	28.31083	-16.37041	"Dysdera"	"Western Canarian"	"verneaui"
"UB2555/104"	"J.L. Martín"	"12/15/1982"	"Cueva Honda de Güímar"	"Güímar"	"Tenerife"	"Canary Islands"	28.31083	-16.37041	"Dysdera"	"Western Canarian"	"verneaui"
"UB2598/106"	"J.J. Naranjo"	"2/1/1988"	"Barranco de los Cochinos. Monte del Agua"	"Los Silos"	"Tenerife"	"Canary Islands"	28.32455	-16.81944	"Dysdera"	"Western Canarian"	"verneaui"
"UB2607_107"	"Pedraza J. M."	"2/16/1985"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2607/107"	"J.M. Pedraza"	"2/16/1985"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2608_107"	"Pedraza J. M."	"12/20/1984"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2608/107"	"J. M. Pedraza"	"12/20/1984"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2610_107"	"Pedraza J. M."	"2/16/1985"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2610/107"	"J.M. Pedraza"	"2/16/1985"	"El Pinalito"	"Vilaflor"	"Tenerife"	"Canary Islands"	28.183345	-16.636379	"Dysdera"	"Western Canarian"	"verneaui"
"UB2613_107"	"Pedraza J. M."	"9/17/1985"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2613/107"	"J.M. Pedraza"	"9/17/1985"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2620_108"	"P. Oromí"	"4/20/1990"	"Pista El Moquinal, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.537349	-16.309386	"Dysdera"	"Western Canarian"	"verneaui"
"UB2620/108"	"GIET"	"4/20/1990"	"Pista El Moquinal, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.537349	-16.309386	"Dysdera"	"Western Canarian"	"verneaui"
"UB2622_108"	"Wunderlich"	""	"Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2622/108"	"Wunderlich"	""	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2626_108"	""	""	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2626/108"	"GIET"	""	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2628_108"	"Wunderlich"	"1/27/1985"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2628/108"	"Wunderlich"	"1/27/1985"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2629"	"Wunderlich"	""	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2641_109"	"H. Enghoff"	"3/13/1987"	"Izaña"	"La Orotava"	"Tenerife"	"Canary Islands"	28.306892	-16.51453	"Dysdera"	"Western Canarian"	"verneaui"
"UB2641/109"	"H. Enghoff"	"3/13/1987"	"Izaña"	"La Orotava"	"Tenerife"	"Canary Islands"	28.306892	-16.51453	"Dysdera"	"Western Canarian"	"verneaui"
"UB2642_109"	"H. Enghoff"	"2/4/1989"	"Barranco de Las Cuevas"	"Buenavista"	"Tenerife"	"Canary Islands"	28.317652	-16.831377	"Dysdera"	"Western Canarian"	"verneaui"
"UB2642/109"	"H. Enghoff & M. Báez"	"2/4/1989"	"Barranco de Las Cuevas"	"Buenavista"	"Tenerife"	"Canary Islands"	28.317652	-16.831377	"Dysdera"	"Western Canarian"	"verneaui"
"UB2649_109"	"H. Enghoff"	"3/5/1987"	"El Guanche. Pista a Chimoche. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.347186	-16.51402	"Dysdera"	"Western Canarian"	"verneaui"
"UB2649/109"	"H. Enghoff"	"3/5/1987"	"El Guanche. Pista a Chimoche. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.347186	-16.51402	"Dysdera"	"Western Canarian"	"verneaui"
"UB2683_110"	"P. Oromí"	"2/16/1988"	"Barranco de los Cochinos. Monte del Agua"	"Los Silos"	"Tenerife"	"Canary Islands"	28.32455	-16.81944	"Dysdera"	"Western Canarian"	"verneaui"
"UB2683/110"	"P. Oromí"	"2/16/1988"	"Barranco de los Cochinos. Monte del Agua"	"Los Silos"	"Tenerife"	"Canary Islands"	28.32455	-16.81944	"Dysdera"	"Western Canarian"	"verneaui"
"UB2684"	"P. Oromí"	"3/1/1989"	"Barranco de los Cochinos. Monte del Agua"	"Los Silos"	"Tenerife"	"Canary Islands"	28.32455	-16.81944	"Dysdera"	"Western Canarian"	"verneaui"
"UB2685"	"P. Ashmole"	"2/22/1984"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2692"	"C. G. Campos"	"5/19/1984"	"Pinar Roque del Peral. P.N. del Teide"	"Los Realejos"	"Tenerife"	"Canary Islands"	28.308159	-16.5763	"Dysdera"	"Western Canarian"	"verneaui"
"UB2695_110"	"C. G. Campos"	"11/9/1983"	"Pico Viejo. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.262998	-16.672482	"Dysdera"	"Western Canarian"	"verneaui"
"UB2695/110"	"C. G. Campos"	"11/9/1983"	"Pico Viejo. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.262998	-16.672482	"Dysdera"	"Western Canarian"	"verneaui"
"UB2696/110"	"C. G. Campos"	"10/17/1984"	"Base Zig-Zag. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.27197	-16.61463	"Dysdera"	"Western Canarian"	"verneaui"
"UB2698"	"C. G. Campos"	"10/18/1984"	"Pinar Roque del Peral. P.N. del Teide"	"Los Realejos"	"Tenerife"	"Canary Islands"	28.308159	-16.5763	"Dysdera"	"Western Canarian"	"verneaui"
"UB2699"	"C. G. Campos"	"12/26/1984"	"La Fortaleza. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.316723	-16.59124	"Dysdera"	"Western Canarian"	"verneaui"
"UB2700"	"C. G. Campos"	"10/18/1984"	"Pinar Roque del Peral. P.N. del Teide"	"Los Realejos"	"Tenerife"	"Canary Islands"	28.308159	-16.5763	"Dysdera"	"Western Canarian"	"verneaui"
"UB2713"	"C. G. Campos"	"6/19/1984"	"Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2720"	"Pedraza J. M."	"11/15/1984"	"Barranco del Pino"	"Santa Úrsula"	"Tenerife"	"Canary Islands"	28.384151	-16.475028	"Dysdera"	"Western Canarian"	"verneaui"
"UB2721"	"Pedraza J. M."	"11/16/1984"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB2722"	"C. G. Campos"	"11/10/1984"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2723"	"C. G. Campos"	"6/18/1984"	"Montaña de Los Conejos. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.279024	-16.60652	"Dysdera"	"Western Canarian"	"verneaui"
"UB2723"	"C. G. Campos"	"6/18/1984"	"Montaña de Los Conejos. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.279024	-16.60652	"Dysdera"	"Western Canarian"	"verneaui"
"UB2725"	"C. G. Campos"	"6/18/1984"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2726"	"C. G. Campos"	"3/18/1990"	"Monte de las Mercedes"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.525678	-16.287059	"Dysdera"	"Western Canarian"	"verneaui"
"UB2728"	"Ashmole"	"2/24/1984"	"Punta del Hidalgo"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.568108	-16.31776	"Dysdera"	"Western Canarian"	"verneaui"
"UB2745"	"C. G. Campos"	"7/1/1990"	"Llano de Ucanca. P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.243303	-16.593732	"Dysdera"	"Western Canarian"	"verneaui"
"UB2761"	"C. G. Campos"	"3/1/1984"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2762"	"C. G. Campos"	"9/19/1984"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2763"	"C. G. Campos"	"4/19/1984"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2764"	"C. G. Campos"	"9/18/1984"	"Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB2765"	"C. G. Campos"	"6/19/1984"	"Retamar (3050 m). P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.273448	-16.625179	"Dysdera"	"Western Canarian"	"verneaui"
"UB2765"	"C. G. Campos"	"6/19/1984"	"Retamar (3050 m). P.N. del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.273448	-16.625179	"Dysdera"	"Western Canarian"	"verneaui"
"UB2770"	"Pedraza J. M."	"3/9/1984"	"Fuente de Mesa"	"Los Realejos"	"Tenerife"	"Canary Islands"	28.324291	-16.585643	"Dysdera"	"Western Canarian"	"verneaui"
"UB2772"	"Pedraza J. M."	"10/15/1984"	"Barranco del Río"	"Arico"	"Tenerife"	"Canary Islands"	28.170842	-16.55674	"Dysdera"	"Western Canarian"	"verneaui"
"UB3146_133 (Freezer)"	"Naranjo J. J."	"5/12/1996"	"Cruz del Carmen (Sendero restaurante)"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.531925	-16.279999	"Dysdera"	"Western Canarian"	"verneaui"
"UB3147_133 (Freezer)"	"Naranjo J. J."	"5/12/1996"	"Cruz del Carmen (Sendero restaurante)"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.531925	-16.279999	"Dysdera"	"Western Canarian"	"verneaui"
"UB3159_133"	"Camacho"	"6/29/1995"	"Las Cañadas del Teide"	"La Orotava"	"Tenerife"	"Canary Islands"	28.288195	-16.57339	"Dysdera"	"Western Canarian"	"verneaui"
"UB3191_135"	"P. Oromí"	"12/13/1996"	"Monte de Santa Úrsula. La Corujera"	"Santa Úrsula"	"Tenerife"	"Canary Islands"	28.403179	-16.486186	"Dysdera"	"Western Canarian"	"verneaui"
"UB3192_135"	"P. Oromí"	"12/27/1996"	"Barranco de Badajoz"	"Güímar"	"Tenerife"	"Canary Islands"	28.303927	-16.440052	"Dysdera"	"Western Canarian"	"verneaui"
"UB3192/135"	"P. Oromí"	"12/27/1996"	"Barranco de Badajoz"	"Gúimar"	"Tenerife"	"Canary Islands"	28.303927	-16.440052	"Dysdera"	"Western Canarian"	"verneaui"
"UB3196_135"	"P. Oromí"	"1/23/1997"	"Pista El Moquinal, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.537349	-16.309386	"Dysdera"	"Western Canarian"	"verneaui"
"UB3210_136"	"P. Oromí"	"12/18/1996"	"Barranco de Badajoz"	"Güímar"	"Tenerife"	"Canary Islands"	28.303927	-16.440052	"Dysdera"	"Western Canarian"	"verneaui"
"UB3217_136"	"Pedraza J. M."	"9/10/1985"	"Bajamar"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.552515	-16.345881	"Dysdera"	"Western Canarian"	"verneaui"
"UB3217/136"	"J. M. Peraza"	"9/10/1985"	"Bajamar"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.552515	-16.345881	"Dysdera"	"Western Canarian"	"verneaui"
"UB4798 (T42)"	"Arnedo & Fluhr"	"11/1/1993"	"Madre del Agua"	"Granadilla"	"Tenerife"	"Canary Islands"	28.169368	-16.630688	"Dysdera"	"Western Canarian"	"verneaui"
"UB4798(T42)-freezer"	""	""	"Madre del Agua"	"Granadilla"	"Tenerife"	"Canary Islands"	28.169368	-16.630688	"Dysdera"	"Western Canarian"	"verneaui"
"UB4813 (T4)"	"Arnedo & Fluhr"	"11/1/1993"	"Madre del Agua"	"Granadilla"	"Tenerife"	"Canary Islands"	28.169368	-16.630688	"Dysdera"	"Western Canarian"	"verneaui"
"UB4813(T4)_freezer"	"Arnedo & Flurh"	"11/1/1993"	"Madre del Agua"	"Granadilla"	"Tenerife"	"Canary Islands"	28.169368	-16.630688	"Dysdera"	"Western Canarian"	"verneaui"
"UB4817(T20)-4"	"Arnedo & Ribera"	"11/28/1993"	"Pista El Moquinal, Anaga"	"San Cristóbal de La Laguna"	"Tenerife"	"Canary Islands"	28.537349	-16.309386	"Dysdera"	"Western Canarian"	"verneaui"
"UB4833 (T47)"	"Arnedo & Ribera"	"11/1/1993"	"El Bailadero. Anaga"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.550411	-16.203986	"Dysdera"	"Western Canarian"	"verneaui"
"UB4833 (T47)-4"	"Arnedo & Ribera"	"11/1/1993"	"El Bailadero. Anaga"	"Santa Cruz de Tenerife"	"Tenerife"	"Canary Islands"	28.550411	-16.203986	"Dysdera"	"Western Canarian"	"verneaui"
"CRBA000691"	"Arnedo, Macías & Cruz"	"4/30/2004"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"CRBA001344"	""	"9/30/2004"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH001301"	"P. Oromí"	"2/23/2007"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB3174_134"	"P. Oromí"	"6/9/1996"	"Cueva del Viento. Sobrado"	"Icod de Los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH003359"	"P. Oromí"	"11/26/2015"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.34525	-16.70068	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB4829 (T44)-4"	"Arnedo & Ribera"	"11/1/1993"	"Cueva de Felipe Reventón"	"Icod de Los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"CRBA003029"	"Arnedo, Bellvert & Oromí"	"3/28/2017"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"CRBA004019"	"Arnedo, Bellvert & Oromí"	"27/3/2019"	"Cueva del Viento. Sobrado"	""	""	""	28.345283	-16.698562	""	""	"unguimmanis"
"NMH000141"	"M. Arnedo"	"4/30/2004"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000182"	"GIET"	"11/10/1982"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000261"	"J. L. Martín"	"11/30/1980"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000263"	"P. Oromí"	"4/5/1997"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000272"	"GIET"	"6/9/1999"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000273"	"GIET"	"6/9/1999"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000274"	"GIET"	"5/6/1999"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000275"	"GIET"	"5/17/1999"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35001	-16.70282	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH000276"	"GIET"	"3/17/2000"	"Cueva del Viento. Breveritas"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35001	-16.70282	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH001016"	"N. Macías & S. de la CRuz"	"6/3/2006"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH001314"	"GIET"	"12/26/2005"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"NMH003001"	"J.J. Hernández"	"5/4/1986"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB2535_103"	"P. Oromí"	"9/10/1992"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB2540_104"	"P. Oromí"	"10/30/1991"	"Cueva del Bucio. Aguamansa"	"La Orotava"	"Tenerife"	"Canary Islands"	28.360891	-16.498084	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB2556_104"	"J. L. Martin"	"2/10/1982"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB2584"	"J.J. Hernández"	"3/17/1984"	"Cueva de Felipe Reventón"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.35018	-16.704638	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB2630_108"	"H. Enghoff"	"9/10/1992"	"Cueva del Viento. Sobrado"	"Icod de los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"UB4822(T33)-4"	"Arnedo & Ribera"	"10/19/1994"	"Cueva del Viento. Sobrado"	"Icod de Los Vinos"	"Tenerife"	"Canary Islands"	28.345283	-16.698562	"Dysdera"	"Western Canarian"	"unguimmanis"
"CRBA001454"	"H. Contreras"	"5/11/2003"	"Monte de la Zarza"	""	"La Gomera"	"Canary Islands"	28.156704	-17.292207	"Dysdera"	"Western Canarian"	"undupe"
"CRBA002057"	"N. Macías & S. Toft"	"4/8/2011"	"Reventón Oscuro. Bosque del Cedro"	"Hermigua"	"La Gomera"	"Canary Islands"	28.125809	-17.216616	"Dysdera"	"Western Canarian"	"undupe"
"CRBA003624"	"Arnedo, Bellvert, Domènech & Oromí"	"20/3/2019"	"Pista Mora Gaspar"	"Vallehermoso"	"La Gomera"	""	28.142375	-17.250954	"Dysdera"	"Western Canarian"	"undupe"
"NMH001448"	"D. Hernández"	"7/2/2008"	"Ctra. Cumbre, altura Mora Gaspar"	""	"La Gomera"	"Canary Islands"	28.14614	-17.262784	"Dysdera"	"Western Canarian"	"undupe"
"CRBA000970"	"H. López"	"8/1/2002"	"Los Majaletes"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.940161	-15.4992	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002194"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002195"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002196"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002197"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002198"	"M. Arnedo & N. Macías"	"4/12/2014"	"Degollada de Becerra"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.98973	-15.59292	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002199"	"M. Arnedo & N. Macías"	"4/12/2014"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002200"	"M. Arnedo & N. Macías"	"4/12/2014"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002201"	"M. Arnedo & N. Macías"	"4/12/2014"	"Presa de Cuevas Blancas"	"Valsequillo"	"Gran Canaria"	"Canary Islands"	27.96483	-15.54505	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002219"	"M. Arnedo & N. Macías"	"4/12/2014"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002220"	"M. Arnedo & N. Macías"	"4/12/2014"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA002252"	"M. Arnedo & N. Macías"	"4/10/2014"	"Barranco del Andén  "	"Valleseco"	"Gran Canaria"	"Canary Islands"	28.02513	-15.60675	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA003142"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA003144"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA003145"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.964312	-15.585547	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA003156"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez (near)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.96359	-15.588182	"Dysdera"	"Western Canarian"	"tilosensis"
"CRBA003163"	"A. Bellvert & L. Crespo"	"4/16/2018"	"Llanos de la Pez (near)"	"Tejeda"	"Gran Canaria"	"Canary Islands"	27.96359	-15.588182	"Dysdera"	"Western Canarian"	"tilosensis"
